city	state	zip	latitude	longitude	avgMurderCount	avgNegligentManSlaughter	avgForcibleSexOffense	avgNonForcibleSexOffense	avgRobbery	avgAggravatedAssault	avgBurglary	avgVehicleTheft	avgArson	avgWeaponOffense	avgDrugViolations	avgLiquorViolations
Lyndonville	VT	05851	44.541352	-72.02686	0	0	166.67	0	0	50	16.67	0	0	0	100	250
Lynn	MA	01901	42.461246	-70.946743	0	0	16.67	0	0	16.67	0	33.33	0	16.67	16.67	0
Lynnwood	WA	98036	47.808816	-122.28394	0	0	44.44	0	11.11	77.78	111.11	155.56	0	0	0	0
Lynwood	CA	90262	33.924642	-118.20186	0	0	0	0	0	0	0	133.33	0	0	0	0
Machias	ME	04654	44.802637	-67.54727	0	0	33.33	0	0	83.33	16.67	0	0	0	33.33	100
Macomb	IL	61455	40.456986	-90.6681	0	0	488.89	11.11	66.67	111.11	3477.78	66.67	111.11	11.11	8222.22	13833.33
Macon	GA	31201	32.830839	-83.63529	0	0	16.67	0	8.33	8.33	41.67	25	0	8.33	0	0
Macon	GA	31206	32.79904	-83.67216	0	0	0	0	0	0	11.11	100	0	11.11	66.67	0
Macon	GA	31207	32.830389	-83.648552	0	0	100	0	100	50	550	200	0	50	166.67	16.67
Macon	GA	31210	32.88899	-83.72204	0	0	50	0	0	66.67	83.33	0	0	0	0	0
Macon	GA	31211	32.878304	-83.59963	0	0	0	0	0	0	0	0	0	0	0	0
Macy	NE	68039	42.110959	-96.3393	0	0	0	0	0	0	16.67	0	0	0	0	0
Madera	CA	93637	36.914819	-120.15817	0	0	0	0	0	0	0	0	0	0	0	0
Madera	CA	93638	36.991476	-119.98729	0	0	16.67	0	0	0	100	66.67	0	0	0	16.67
Madison	AL	35758	34.715065	-86.73964	0	0	0	0	0	0	0	16.67	0	0	16.67	0
Madison	FL	32340	30.476181	-83.40303	0	0	0	0	0	0	83.33	0	0	0	0	0
Madison	IN	47250	38.787175	-85.38031	0	0	0	0	16.67	0	16.67	0	0	16.67	16.67	16.67
Madison	MS	39110	32.484979	-90.11552	0	0	0	0	0	0	0	0	0	0	0	0
Madison	NJ	07940	40.75875	-74.41609	0	0	291.67	0	0	41.67	608.33	16.67	25	16.67	925	325
Madison	OH	44057	41.80063	-81.06021	0	0	0	0	0	0	0	0	0	0	0	0
Madison	SD	57042	43.995586	-97.134	0	0	0	0	0	0	100	0	0	0	150	16.67
Madison	TN	37115	36.264069	-86.70566	0	0	0	0	3.03	3.03	3.03	3.03	0	0	0	0
Madison	TN	37116	36.186605	-86.785248	0	0	0	0	0	0	0	0	0	0	0	0
Madison	WI	53703	43.078646	-89.37727	0	0	0	0	0	0	133.33	0	0	0	33.33	0
Madison	WI	53704	43.121416	-89.34968	0	0	16.67	5.56	11.11	0	505.56	11.11	0	0	55.56	5.56
Madison	WI	53706	43.074296	-89.40774	0	0	1433.33	50	200	383.33	4966.67	650	116.67	216.67	6650	57750
Madison	WI	53711	43.036696	-89.44499	0	0	22.22	0	11.11	11.11	111.11	11.11	0	0	11.11	188.89
Madison	WI	53713	43.037647	-89.39154	0	0	0	0	0	0	5.56	0	0	0	0	0
Madison	WI	53715	43.061546	-89.40024	0	0	0	0	0	16.67	33.33	0	0	0	0	0
Madison	WI	53717	43.072994	-89.51992	0	0	0	0	0	0	33.33	0	0	0	0	0
Madison	WI	53718	43.095178	-89.2704	0	0	0	0	0	0	0	0	0	0	0	0
Madison Heights	MI	48071	42.501385	-83.10474	0	0	0	0	0	0	0	8.33	0	0	0	0
Madisonville	KY	42431	37.330791	-87.50378	0	0	0	0	0	0	19.05	0	0	0	4.76	0
Madisonville	TN	37354	35.506259	-84.35738	0	0	0	0	0	0	0	0	0	0	0	0
Magnolia	AR	71754	33.242571	-93.22996	0	0	133.33	0	16.67	66.67	1233.33	50	0	33.33	666.67	350
Mahnomen	MN	56557	47.330624	-95.87672	0	0	0	0	0	0	0	0	0	0	0	0
Mahwah	NJ	07430	41.077102	-74.16147	0	0	283.33	0	16.67	25	358.33	108.33	133.33	25	1375	266.67
Maitland	FL	32751	28.628359	-81.35942	0	0	0	0	0	0	19.05	0	0	0	0	0
Malden	MA	02148	42.428549	-71.06059	0	0	0	0	0	0	25	0	0	0	0	0
Malden	MO	63863	36.569283	-89.97423	0	0	0	0	0	0	0	0	0	0	0	0
Malibu	CA	90263	34.035087	-118.70752	0	0	100	0	16.67	0	2483.33	50	16.67	66.67	33.33	0
Malmstrom Afb	MT	59402	47.510209	-111.195906	0	0	0	0	0	0	0	0	0	0	0	0
Malone	NY	12953	44.813419	-74.2772	0	0	0	0	0	0	0	0	0	0	0	0
Malstrom Afb	MT	59402	47.510209	-111.195906	0	0	0	0	0	0	0	0	0	0	0	0
Malta	IL	60150	41.933061	-88.88293	0	0	0	0	0	83.33	233.33	16.67	0	0	33.33	0
Malvern	AR	72104	34.364093	-92.8146	0	0	0	0	0	0	0	0	0	0	0	0
Malvern	PA	19355	40.042957	-75.53221	0	0	0	0	0	0	0	0	0	0	0	0
Mammoth Lakes	CA	93546	37.621587	-118.86279	0	0	0	0	0	0	0	0	0	0	0	0
Manahawkin	NJ	08050	39.707575	-74.25933	0	0	0	0	0	0	0	0	0	0	0	0
Manassas	VA	20109	38.790202	-77.51294	0	0	14.81	0	0	3.7	7.41	0	0	0	11.11	3.7
Manassas	VA	20111	38.769697	-77.44915	0	0	0	0	0	0	0	0	0	0	0	0
Manchester	CT	06040	41.778888	-72.52384	0	0	0	0	0	0	0	0	0	0	0	0
Manchester	CT	06045	41.791776	-72.718832	0	0	16.67	0	0	16.67	83.33	16.67	0	0	250	0
Manchester	KY	40962	37.164346	-83.76674	0	0	0	0	0	0	0	0	0	0	8.33	0
Manchester	NH	03101	42.989984	-71.46376	0	0	0	0	0	0	3.33	6.67	0	0	0	0
Manchester	NH	03102	42.990684	-71.4868	0	0	85.71	0	0	52.38	119.05	9.52	9.52	0	100	614.29
Manchester	NH	03103	42.967684	-71.44828	0	0	33.33	0	0	8.33	150	16.67	8.33	8.33	16.67	0
Manchester	NH	03104	43.006033	-71.44716	0	0	0	0	0	0	0	33.33	0	16.67	150	16.67
Manchester	NH	03106	43.058785	-71.44412	0	0	233.33	0	33.33	133.33	316.67	0	16.67	0	116.67	666.67
Manchester	TN	37355	35.500068	-86.08414	0	0	0	0	0	0	0	0	0	0	0	0
Mancos	CO	81328	37.363564	-108.29691	0	0	0	0	0	0	0	0	0	0	0	0
Mandeville	LA	70471	30.400949	-90.08105	0	0	0	0	0	0	0	0	0	0	0	0
Manhattan	KS	66502	39.184986	-96.56932	0	0	0	0	11.11	0	0	5.56	0	0	16.67	5.56
Manhattan	KS	66503	39.241083	-96.64914	0	0	0	0	0	0	0	0	0	0	0	0
Manhattan	KS	66506	39.194065	-96.57872	16.67	0	383.33	16.67	66.67	300	2333.33	150	0	83.33	1566.67	6483.33
Manhattan	NY	10007	40.714754	-74.00721	0	0	16.67	0	0	0	50	0	0	0	33.33	0
Manhattan	NY	10036	40.759511	-73.99019	0	0	0	0	0	0	0	0	0	0	0	0
Manitowoc	WI	54220	44.096194	-87.68919	0	0	0	0	0	0	8.33	0	0	0	0	0
Mankato	MN	56001	44.15644	-93.99388	0	0	258.33	0	125	183.33	875	58.33	41.67	0	1050	10875
Mankato	MN	56560	46.861413	-96.75367	0	0	0	0	0	0	0	0	0	0	0	0
Manor	TX	78653	30.351225	-97.54731	0	0	0	0	0	0	0	0	0	0	0	0
Mansfield	LA	71052	32.031067	-93.68585	0	0	0	0	0	0	0	0	0	0	0	0
Mansfield	OH	44905	40.773556	-82.47612	0	0	0	16.67	0	0	0	16.67	0	0	0	16.67
Mansfield	OH	44906	40.766056	-82.56749	0	0	33.33	13.33	0	80	46.67	0	13.33	0	60	0
Mansfield	PA	16933	41.811139	-77.06939	0	0	216.67	0	0	16.67	250	0	0	33.33	516.67	1933.33
Manteca	CA	95336	37.812815	-121.21416	0	0	0	0	0	0	83.33	16.67	0	0	33.33	0
Manteo	NC	27954	35.913938	-75.67961	0	0	0	0	0	0	83.33	0	0	16.67	0	0
Many	LA	71449	31.514631	-93.54869	0	0	0	0	0	0	0	0	0	0	0	0
Mapleton	IA	51034	42.165283	-95.79109	0	0	0	0	0	0	0	0	0	0	0	0
Maplewood	MN	55109	45.010632	-93.01845	0	0	0	0	0	0	0	33.33	0	0	16.67	16.67
Marathon	FL	33050	24.731758	-81.0278	0	0	0	0	0	0	0	0	0	0	0	0
Marble Falls	TX	78654	30.566681	-98.30756	0	0	0	0	0	0	0	0	0	0	0	0
March Afb	CA	92518	33.891084	-117.2726	0	0	0	0	0	0	0	0	0	0	0	0
Margate	FL	33063	26.251909	-80.21016	0	0	0	0	0	0	0	0	0	0	0	0
Marianna	FL	32446	30.804698	-85.2206	0	0	0	0	0	0	350	0	0	0	0	0
Marietta	GA	30060	33.932052	-84.54746	0	0	33.33	0	44.44	27.78	322.22	100	0	16.67	600	833.33
Marietta	GA	30062	33.99605	-84.47464	0	0	0	0	0	0	0	0	0	0	0	0
Marietta	GA	30066	34.027533	-84.51475	0	0	0	0	0	0	33.33	0	0	0	0	0
Marietta	GA	30067	33.933002	-84.47633	0	0	0	0	0	3.33	16.67	3.33	0	0	0	0
Marietta	OH	45750	39.426551	-81.44373	0	0	44.44	0	0	5.56	488.89	0	0	5.56	55.56	50
Marina Del Rey	CA	90292	33.976373	-118.45458	0	0	0	0	0	0	0	0	0	0	0	0
Marinette	WI	54143	45.092448	-87.64929	0	0	0	0	0	0	0	0	0	0	116.67	0
Marion	AL	36756	32.665966	-87.33889	0	0	0	0	0	0	216.67	0	0	0	0	0
Marion	IN	46952	40.58119	-85.66324	0	0	0	0	0	83.33	66.67	0	0	16.67	116.67	66.67
Marion	IN	46953	40.53089	-85.65922	0	0	16.67	0	0	0	175	8.33	8.33	0	8.33	108.33
Marion	NC	28752	35.709124	-82.01719	0	0	0	0	0	0	16.67	0	0	16.67	0	0
Marion	OH	43302	40.589747	-83.12173	0	0	0	0	0	0	0	0	0	11.11	0	22.22
Marked Tree	AR	72365	35.534421	-90.41892	0	0	0	0	0	0	33.33	16.67	0	0	16.67	0
Marlboro	VT	05344	42.851149	-72.74073	0	0	200	0	16.67	50	16.67	0	0	0	0	33.33
Marlborough	MA	01752	42.350909	-71.54753	0	0	0	0	0	0	0	0	0	16.67	33.33	0
Marquette	MI	49855	46.554402	-87.42223	0	0	833.33	0	0	216.67	2066.67	166.67	0	33.33	3716.67	4683.33
Mars	PA	16046	40.695658	-80.03359	0	0	0	0	0	0	0	0	0	0	0	0
Mars Hill	NC	28754	35.866763	-82.52043	0	0	116.67	0	16.67	83.33	1266.67	33.33	16.67	83.33	733.33	616.67
Marshall	MN	56258	44.446885	-95.77281	0	0	116.67	0	0	66.67	116.67	0	0	0	50	200
Marshall	MO	65340	39.10518	-93.18783	0	0	50	0	8.33	0	566.67	0	0	0	266.67	150
Marshall	NC	28753	35.852912	-82.68447	0	0	0	0	0	0	0	0	0	0	0	0
Marshall	TX	75670	32.547424	-94.37958	0	0	16.67	8.33	41.67	58.33	1016.67	58.33	0	8.33	91.67	8.33
Marshall	TX	75671	32.522659	-94.389476	0	0	0	0	16.67	33.33	616.67	16.67	0	0	33.33	100
Marshalltown	IA	50158	42.042506	-92.90646	0	0	8.33	0	0	0	183.33	8.33	0	8.33	33.33	50
Marshfield	WI	54449	44.656686	-90.18152	0	0	0	0	0	0	0	0	0	8.33	0	0
Martin	TN	38238	36.282357	-88.738132	0	0	100	0	33.33	50	716.67	16.67	0	133.33	1183.33	2816.67
Martinez	CA	94553	37.998912	-122.11501	0	0	0	0	0	0	0	0	0	0	0	0
Martinez	GA	30907	33.512541	-82.09491	0	0	6.67	0	0	6.67	6.67	0	0	0	13.33	0
Martinsburg	WV	25401	39.463781	-77.95767	0	0	0	0	8.33	0	16.67	0	0	16.67	75	8.33
Martinsville	VA	24112	36.696264	-79.86879	0	0	0	0	0	0	41.67	0	0	0	0	0
Maryland Heights	MO	63043	38.725331	-90.44451	0	0	0	0	0	0	0	0	0	0	0	0
Maryland Heights	MO	63146	38.688585	-90.44689	0	0	0	0	0	0	0	0	0	0	0	0
Marylhurst	OR	97036	45.173284	-122.259861	0	0	0	0	0	0	50	0	0	0	0	0
Marysville	CA	95901	39.15973	-121.53735	0	0	33.33	0	16.67	16.67	466.67	300	0	16.67	316.67	83.33
Marysville	MI	48040	42.910198	-82.47973	0	0	0	0	0	0	0	0	0	0	0	0
Marysville	WA	98270	48.061269	-122.1588	0	0	33.33	0	0	0	0	0	0	0	0	0
Marysville	WA	98271	48.093129	-122.21614	0	0	0	0	0	0	0	0	0	0	0	0
Maryville	MO	64468	40.341716	-94.87498	0	0	350	0	16.67	83.33	1466.67	50	0	0	950	900
Maryville	TN	37804	35.781607	-83.93591	0	0	150	0	0	133.33	283.33	50	0	0	50	133.33
Mason	OH	45040	39.344258	-84.3152	0	0	0	0	0	0	11.11	0	0	0	0	0
Mason City	IA	50401	43.153969	-93.20037	0	0	11.11	0	0	0	66.67	0	0	0	0	0
Massillon	OH	44646	40.805131	-81.50101	0	0	0	0	0	0	0	0	0	0	50	0
Mather	CA	95655	38.558073	-121.28737	0	0	0	0	0	0	0	0	0	0	0	0
Matthews	NC	28105	35.116851	-80.7164	0	0	0	0	0	0	0	16.67	0	0	0	0
Mattoon	IL	61938	39.474889	-88.37421	0	0	16.67	0	16.67	50	433.33	0	0	0	166.67	0
Mattydale	NY	13211	43.098917	-76.13688	0	0	0	0	0	0	0	0	0	0	0	0
Maumee	OH	43537	41.576992	-83.672	0	0	0	0	0	0	33.33	0	0	0	0	0
Mauston	WI	53948	43.783534	-90.0566	0	0	0	0	0	16.67	0	0	0	0	16.67	0
Mayfield	KY	42066	36.733761	-88.63449	0	0	0	0	0	0	233.33	0	0	0	0	0
Mayfield Heights	OH	44124	41.513752	-81.47281	0	0	0	0	0	0	0	0	0	0	0	0
Mays Landing	NJ	08330	39.478771	-74.7581	0	0	33.33	0	0	33.33	200	16.67	0	16.67	16.67	0
Maysville	KY	41056	38.624534	-83.76561	0	0	0	0	0	0	166.67	0	0	0	0	0
Maysvillle	KY	41056	38.624534	-83.76561	0	0	0	0	0	0	0	0	0	0	0	0
Mayville	ND	58257	47.490878	-97.29392	0	0	33.33	0	0	33.33	66.67	0	0	0	100	0
Maywood	IL	60153	41.880281	-87.84455	0	0	0	0	0	50	416.67	116.67	0	0	0	0
Mcalester	OK	74501	34.944399	-95.75709	0	0	0	0	0	0	6.67	0	0	0	0	0
Mcallen	TX	78501	26.213105	-98.23579	0	0	0	0	0	22.22	44.44	0	0	0	33.33	22.22
Mcallen	TX	78502	26.25671	-98.198929	0	0	16.67	0	0	83.33	66.67	50	0	0	350	250
Mcallen	TX	78503	26.172018	-98.25042	0	0	0	0	0	0	8.33	8.33	0	0	0	0
Mcallen	TX	78504	26.26273	-98.23082	0	0	0	0	0	0	16.67	33.33	0	0	0	0
Mcas Cherry Point	NC	28533	34.903793	-76.899976	0	0	0	0	0	0	16.67	0	0	0	0	0
Mcb Camp Pendleton	CA	92055	33.016928	-116.846046	0	0	0	0	0	0	0	0	0	0	0	0
Mccdc Quantico	VA	22134	38.503139	-77.33372	0	0	0	0	0	0	0	0	0	0	0	0
Mcchord Afb	WA	98438	47.151297	-122.567631	0	0	0	0	0	0	0	0	0	0	0	0
Mcchord Airforce Base	WA	98438	47.151297	-122.567631	0	0	0	0	0	0	0	0	0	0	0	0
Mcclellan	CA	95652	38.666653	-121.389613	0	0	0	0	0	0	0	66.67	0	0	0	0
Mcconnell Afb	KS	67221	37.628158	-97.26626	0	0	0	0	0	0	0	0	0	0	0	0
Mcconnell Air Force Base	KS	67221	37.628158	-97.26626	0	0	0	0	0	0	0	0	0	0	0	0
Mccook	NE	69001	40.225039	-100.63052	0	0	0	0	0	0	0	0	0	0	33.33	50
Mccormick	SC	29835	33.91509	-82.30548	0	0	0	0	0	0	16.67	0	0	0	0	0
Mcgehee	AR	71654	33.628723	-91.38236	0	0	0	0	0	0	0	0	0	0	0	0
Mcguire	NJ	08641	40.04492	-74.58916	0	0	0	0	0	0	0	0	0	0	0	0
Mchenry	IL	60050	42.348406	-88.24769	0	0	0	0	0	0	0	0	0	0	0	0
Mchenry	MD	21541	39.557364	-79.35999	0	0	33.33	0	33.33	83.33	633.33	50	0	0	316.67	83.33
Mckees Rocks	PA	15136	40.471618	-80.07695	0	0	0	0	0	16.67	0	16.67	0	0	16.67	16.67
Mckeesport	PA	15132	40.341919	-79.84791	0	0	0	0	0	116.67	100	0	0	0	100	466.67
Mckenzie	TN	38201	36.133065	-88.52246	0	0	16.67	0	0	16.67	533.33	0	0	0	66.67	16.67
Mckinney	TX	75070	33.212203	-96.67522	0	0	0	0	0	0	50	16.67	0	16.67	0	0
Mclaughlin	SD	57642	45.796863	-100.77282	0	0	0	0	0	16.67	0	0	0	0	0	0
Mclean	VA	22101	38.93276	-77.1677	0	0	0	0	0	0	0	0	0	0	0	0
Mclean	VA	22102	38.938664	-77.22196	0	0	0	0	8.33	0	0	0	0	0	0	0
Mcminnville	OR	97128	45.210104	-123.20747	0	0	193.33	0	13.33	13.33	240	40	13.33	6.67	160	386.67
Mcminnville	TN	37110	35.687286	-85.787	0	0	0	0	8.33	0	0	0	0	0	0	0
Mcpherson	KS	67460	38.367298	-97.67719	0	0	8.33	0	0	25	141.67	0	0	0	75	0
Meadville	PA	16335	41.637502	-80.15214	0	0	85.19	0	0	11.11	188.89	7.41	0	7.41	11.11	22.22
Mechanicsburg	PA	17055	40.215939	-76.99827	0	0	0	0	0	0	0	0	0	0	0	0
Mechanicsville	VA	23116	37.662559	-77.36778	0	0	0	0	0	33.33	33.33	33.33	0	66.67	466.67	233.33
Medford	MA	02155	42.419846	-71.10942	0	0	244.44	0	100	77.78	822.22	44.44	16.67	0	5.56	5.56
Medford	NY	11763	40.820786	-72.98375	0	0	0	0	0	0	0	0	0	0	0	0
Medford	OR	97501	42.313498	-122.87944	0	0	0	0	16.67	33.33	16.67	0	0	16.67	300	283.33
Medford	OR	97504	42.334496	-122.83547	0	0	0	0	0	0	0	0	0	0	0	0
Media	PA	19063	39.916078	-75.40251	0	0	0	0	4.76	4.76	52.38	9.52	0	0	0	4.76
Medina	OH	44256	41.139849	-81.85646	0	0	0	0	0	0	5.56	0	0	5.56	77.78	11.11
Mehlville	MO	64129	39.051455	-94.4966	0	0	0	0	0	0	0	0	0	0	0	0
Melbourne	AR	72556	36.035962	-91.92696	0	0	16.67	0	0	16.67	16.67	0	0	0	0	33.33
Melbourne	FL	32901	28.077494	-80.61987	0	0	16.67	5.56	16.67	83.33	238.89	16.67	0	0	27.78	0
Melbourne	FL	32935	28.13926	-80.65077	0	0	0	0	58.33	16.67	83.33	16.67	0	16.67	0	0
Melfa	VA	23410	37.64682	-75.73996	0	0	0	0	0	0	16.67	0	0	0	0	0
Melrose Park	IL	60160	41.89988	-87.85978	0	0	0	0	0	0	0	133.33	0	0	0	0
Melrose Park	IL	60164	41.91823	-87.89627	0	0	0	0	0	0	0	0	0	0	0	0
Melrose Park	PA	19027	40.072293	-75.12406	0	0	0	0	0	0	83.33	0	0	0	0	0
Melville	NY	11747	40.791593	-73.40543	0	0	0	0	0	0	8.33	0	0	0	0	0
Memphis	TN	38103	35.146131	-90.0534	0	0	13.33	0	46.67	20	60	6.67	0	0	20	0
Memphis	TN	38104	35.133825	-90.00463	0	0	8.33	0	25	5.56	55.56	5.56	0	5.56	22.22	25
Memphis	TN	38105	35.15275	-90.0356	0	0	0	0	16.67	16.67	166.67	100	0	16.67	116.67	0
Memphis	TN	38107	35.167515	-90.02224	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38111	35.10935	-89.94363	0	0	0	0	16.67	0	16.67	0	0	0	0	0
Memphis	TN	38112	35.148605	-89.97479	0	0	300	0	0	33.33	433.33	16.67	16.67	0	0	0
Memphis	TN	38117	35.112929	-89.90389	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38118	35.048455	-89.92426	0	0	0	0	3.7	3.7	3.7	11.11	0	0	0	0
Memphis	TN	38119	35.082936	-89.84892	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38125	35.035466	-89.80329	0	0	0	0	0	0	5.56	0	0	0	0	0
Memphis	TN	38126	35.126469	-90.04359	0	0	0	0	66.67	83.33	133.33	66.67	0	83.33	100	50
Memphis	TN	38127	35.223796	-90.00646	0	0	0	0	0	16.67	16.67	0	0	0	0	0
Memphis	TN	38128	35.219882	-89.92588	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38132	35.073545	-89.99788	0	0	0	0	0	41.67	25	50	0	8.33	16.67	0
Memphis	TN	38133	35.208709	-89.80518	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38134	35.193046	-89.86559	0	0	22.22	0	22.22	22.22	0	0	0	22.22	0	0
Memphis	TN	38137	35.201738	-89.971538	0	0	0	0	0	0	0	0	0	0	0	0
Memphis	TN	38152	35.201738	-89.971538	0	0	116.67	0	183.33	233.33	3833.33	400	33.33	383.33	866.67	166.67
Memphis	TN	38163	35.201738	-89.971538	0	0	0	0	50	16.67	500	50	0	16.67	16.67	33.33
Mena	AR	71953	34.588479	-94.21567	0	0	0	0	0	0	50	0	0	0	0	0
Menasha	WI	54952	44.212448	-88.40959	0	0	0	0	0	33.33	0	0	0	0	0	0
Mendenhall	MS	39114	31.948527	-89.84256	0	0	0	0	0	0	0	0	0	0	0	0
Mendota Heights	MN	55120	44.873398	-93.14538	0	0	0	0	0	0	16.67	0	0	0	0	0
Menifee	CA	92584	33.66035	-117.18987	0	0	22.22	11.11	11.11	22.22	55.56	144.44	0	11.11	44.44	0
Menlo Park	CA	94026	37.381144	-122.334825	0	0	0	0	0	0	50	0	0	0	0	0
Menomonie	WI	54751	44.86877	-91.92915	0	0	158.33	0	0	50	575	16.67	8.33	33.33	2308.33	12075
Mentor	OH	44060	41.688162	-81.33378	0	0	0	0	0	0	0	0	0	0	8.33	0
Mequon	WI	53092	43.223907	-87.95085	0	0	0	0	0	0	0	0	0	0	33.33	0
Mequon	WI	53097	43.234506	-88.00914	0	0	50	0	0	16.67	133.33	16.67	0	16.67	466.67	400
Merced	CA	95340	37.294648	-120.47474	0	0	0	0	0	0	16.67	0	0	0	0	0
Merced	CA	95343	37.186872	-120.650351	0	0	133.33	0	0	16.67	166.67	16.67	16.67	16.67	583.33	116.67
Merced	CA	95348	37.342056	-120.50154	0	0	0	0	33.33	16.67	283.33	83.33	0	33.33	100	116.67
Mercer	PA	16137	41.234591	-80.2364	0	0	0	0	0	0	0	0	0	16.67	16.67	0
Meriden	CT	06450	41.532048	-72.78145	0	0	0	0	0	0	0	0	0	0	0	0
Meridian	ID	83642	43.609434	-116.39642	0	0	0	0	0	0	33.33	0	0	0	0	0
Meridian	MS	39307	32.358891	-88.7494	0	0	13.33	0	6.67	13.33	286.67	26.67	0	46.67	300	100
Merrillville	IN	46410	41.487369	-87.34024	0	0	0	0	2.38	4.76	7.14	0	0	0	2.38	0
Merrimack	NH	03054	42.858053	-71.51216	0	0	0	0	0	0	133.33	0	0	0	0	0
Merrionette Park	IL	60803	41.675861	-87.73189	0	0	0	0	0	16.67	16.67	0	0	0	0	0
Merritt Island	FL	32953	28.396301	-80.70198	0	0	0	0	0	0	0	0	0	0	0	0
Mesa	AZ	85201	33.432177	-111.84701	0	0	0	0	0	0	0	0	0	0	0	11.11
Mesa	AZ	85202	33.381097	-111.8756	0	0	0	0	6.67	60	86.67	66.67	0	6.67	6.67	40
Mesa	AZ	85204	33.400127	-111.78594	0	0	0	0	0	0	0	0	0	0	0	0
Mesa	AZ	85206	33.400306	-111.72452	0	0	0	0	0	0	58.33	8.33	0	0	0	0
Mesa	AZ	85207	33.436767	-111.64338	0	0	16.67	0	0	0	50	0	0	0	16.67	0
Mesa	AZ	85210	33.391233	-111.84129	0	0	0	0	0	16.67	8.33	0	0	0	0	0
Mesa	AZ	85212	33.35035	-111.64535	0	0	66.67	0	8.33	125	508.33	50	25	0	433.33	1225
Mesquite	TX	75149	32.767329	-96.60759	0	0	0	0	11.11	0	22.22	0	0	0	0	0
Mesquite	TX	75150	32.818392	-96.63355	0	0	0	0	6.67	33.33	426.67	206.67	0	0	6.67	0
Mesquite	TX	75185	32.740332	-96.561846	0	0	0	0	0	0	0	0	0	0	0	0
Metairie	LA	70001	29.984096	-90.16902	0	0	0	0	0	0	0	0	0	0	0	0
Metairie	LA	70002	30.011517	-90.16245	0	0	0	0	0	6.67	0	0	0	0	0	0
Metairie	LA	70005	29.999453	-90.13398	0	0	0	0	0	0	0	0	0	0	0	0
Mexia	TX	76667	31.669823	-96.48721	0	0	0	0	0	0	0	0	0	0	0	0
Mexico	ME	04257	44.556984	-70.53351	0	0	0	0	0	0	0	0	0	0	0	0
Mexico	MO	65265	39.179316	-91.88404	0	0	16.67	0	0	0	0	0	0	0	0	0
Mexico	NY	13114	43.468092	-76.2382	0	0	0	0	0	0	0	0	0	0	50	0
Miami	FL	33014	25.902172	-80.30732	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33122	25.799962	-80.31775	0	0	0	0	0	0	0	22.22	0	0	11.11	0
Miami	FL	33125	25.782176	-80.23607	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33126	25.777977	-80.29718	0	0	0	0	9.52	0	9.52	4.76	0	0	0	0
Miami	FL	33127	25.813808	-80.2058	0	0	0	8.33	25	33.33	233.33	25	0	8.33	0	0
Miami	FL	33132	25.784326	-80.18753	0	0	0	0	16.67	5.56	127.78	38.89	0	0	33.33	0
Miami	FL	33133	25.730678	-80.2441	0	0	0	0	0	8.33	25	75	0	0	8.33	0
Miami	FL	33134	25.753927	-80.27034	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33135	25.766577	-80.23576	0	0	0	0	4.76	0	14.29	28.57	0	0	0	0
Miami	FL	33136	25.786326	-80.2029	0	0	16.67	16.67	266.67	250	350	800	16.67	33.33	116.67	16.67
Miami	FL	33139	25.784276	-80.14126	0	0	0	0	0	0	16.67	0	0	0	0	0
Miami	FL	33142	25.812625	-80.2369	0	0	0	0	33.33	16.67	166.67	0	0	0	0	0
Miami	FL	33144	25.76226	-80.30839	0	0	0	0	16.67	0	3.33	0	0	0	0	0
Miami	FL	33149	25.700966	-80.16195	0	0	0	0	0	0	83.33	0	0	0	0	0
Miami	FL	33155	25.739011	-80.30685	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33156	25.66558	-80.30688	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33161	25.893372	-80.18164	0	0	16.67	0	50	33.33	933.33	100	0	0	283.33	0
Miami	FL	33165	25.734828	-80.3583	0	0	0	0	0	0	0	0	0	0	0	0
Miami	FL	33166	25.824725	-80.30476	0	0	0	0	0	0	11.11	0	0	0	0	0
Miami	FL	33167	25.885739	-80.23264	0	0	0	0	66.67	16.67	283.33	850	0	50	300	16.67
Miami	FL	33169	25.94267	-80.21276	0	0	0	0	22.22	66.67	0	11.11	0	0	0	0
Miami	FL	33172	25.786634	-80.36151	0	0	0	0	16.67	0	25	0	0	0	0	0
Miami	FL	33173	25.702429	-80.36184	0	0	0	0	100	0	0	0	0	0	0	0
Miami	FL	33174	25.763044	-80.35919	0	0	0	0	0	0	16.67	8.33	0	0	0	0
Miami	FL	33175	25.733204	-80.41197	0	0	0	0	0	0	41.67	8.33	0	0	8.33	0
Miami	FL	33176	25.653431	-80.35999	0	0	8.33	0	125	41.67	41.67	508.33	8.33	16.67	275	0
Miami	FL	33177	25.595983	-80.40234	0	0	0	0	16.67	0	116.67	16.67	0	0	0	0
