city	state	zip	latitude	longitude	avgMurderCount	avgNegligentManSlaughter	avgForcibleSexOffense	avgNonForcibleSexOffense	avgRobbery	avgAggravatedAssault	avgBurglary	avgVehicleTheft	avgArson	avgWeaponOffense	avgDrugViolations	avgLiquorViolations
Fern Park	FL	32730	28.653875	-81.34387	0	0	0	0	0	16.67	0	0	0	0	0	0
Fernley	NV	89408	39.617711	-119.17374	0	0	0	0	0	0	0	0	0	0	0	0
Ferriday	LA	71354	31.381317	-91.76914	0	0	0	0	0	0	33.33	0	0	0	0	0
Ferrum	VA	24088	36.901203	-80.0715	0	0	166.67	0	66.67	66.67	716.67	0	16.67	133.33	483.33	633.33
Fife	WA	98424	47.242186	-122.35916	0	0	0	0	0	0	0	0	0	0	0	0
Findlay	OH	45840	41.037325	-83.64576	0	0	22.22	0	7.41	3.7	125.93	14.81	3.7	0	11.11	85.19
Fishers	IN	46038	39.95645	-86.00872	0	0	0	0	0	0	0	0	0	0	0	0
Fishersville	VA	22939	38.104457	-78.97416	0	0	300	0	0	0	416.67	0	33.33	0	50	83.33
Fishkill	NY	12524	41.537232	-73.8972	0	0	0	0	0	0	0	0	0	0	0	0
Fitchburg	MA	01420	42.578689	-71.80338	0	0	14.29	0	9.52	90.48	280.95	14.29	4.76	9.52	23.81	0
Fitzgerald	GA	31750	31.720029	-83.25093	0	0	66.67	0	0	0	33.33	0	0	0	0	0
Flagstaff	AZ	86001	35.279872	-111.72256	0	0	0	0	0	0	16.67	0	0	0	16.67	16.67
Flagstaff	AZ	86004	35.253002	-111.44851	0	0	11.11	0	0	16.67	0	0	0	0	27.78	38.89
Flagstaff	AZ	86011	35.630842	-112.052427	0	0	1283.33	0	216.67	516.67	3850	383.33	300	0	12716.67	16650
Flat Rock	NC	28731	35.270682	-82.41515	0	0	0	0	0	0	0	0	0	16.67	33.33	0
Flint	MI	48502	43.014077	-83.69012	0	0	133.33	0	216.67	100	600	450	0	16.67	250	166.67
Flint	MI	48503	43.011227	-83.69291	0	0	77.78	22.22	122.22	66.67	144.44	100	44.44	33.33	444.44	22.22
Flint	MI	48504	43.043627	-83.73126	0	0	0	0	33.33	50	83.33	25	0	0	0	0
Flint	MI	48507	42.973263	-83.70142	0	0	11.11	0	33.33	22.22	100	14.81	7.41	3.7	14.81	14.81
Florence	AL	35630	34.817537	-87.66253	0	0	0	0	0	0	0	0	0	0	0	0
Florence	AL	35632	34.869964	-87.706859	0	0	133.33	0	83.33	50	1016.67	50	0	33.33	783.33	683.33
Florence	KY	41042	38.983853	-84.64401	0	0	0	0	2.78	5.56	11.11	0	0	0	0	5.56
Florence	OR	97439	44.009099	-124.08307	0	0	0	0	0	0	0	16.67	0	0	0	0
Florence	SC	29501	34.195705	-79.80977	0	0	0	0	6.67	13.33	80	13.33	0	0	13.33	0
Florence	SC	29502	34.200994	-79.784721	0	0	0	0	16.67	66.67	350	33.33	16.67	516.67	4700	6200
Florissant	MO	63031	38.8016	-90.33662	0	0	0	0	0	0	0	0	0	0	16.67	0
Florissant	MO	63033	38.79505	-90.28578	0	0	0	0	0	50	50	25	0	0	58.33	0
Flower Mound	TX	75028	33.033214	-97.05965	0	0	0	0	0	0	33.33	0	0	0	100	33.33
Flowood	MS	39232	32.311287	-90.397157	0	0	0	0	33.33	0	0	0	0	0	0	0
Flushing	NY	11354	40.767969	-73.82496	0	0	0	0	0	6.67	6.67	0	0	0	0	13.33
Flushing	NY	11367	40.728614	-73.82145	0	0	27.78	5.56	44.44	22.22	422.22	11.11	0	0	11.11	0
Flushing	NY	11369	40.762854	-73.87051	0	0	16.67	0	0	33.33	0	0	0	16.67	0	0
Fogelsville	PA	18051	40.593153	-75.65222	0	0	0	0	0	0	0	0	0	0	0	0
Foley	AL	36535	30.396876	-87.69616	0	0	0	0	0	0	0	0	0	0	0	0
Folsom	CA	95630	38.672127	-121.15783	0	0	11.11	0	0	22.22	11.11	0	0	11.11	277.78	22.22
Fond Du Lac	WI	54935	43.769889	-88.4281	0	0	50	0	0	0	58.33	8.33	0	8.33	33.33	16.67
Fond Du Lac	WI	54936	43.740559	-88.522984	0	0	0	0	0	0	16.67	0	0	0	16.67	16.67
Fontana	CA	92335	34.088911	-117.45213	0	0	0	0	0	0	0	0	0	0	0	0
Forest City	IA	50436	43.259165	-93.65625	0	0	66.67	0	0	216.67	1400	0	0	0	50	16.67
Forest Grove	OR	97116	45.541009	-123.13043	0	0	300	0	0	0	216.67	133.33	50	50	216.67	250
Forest Hills	NY	11375	40.720535	-73.84582	0	0	0	0	0	0	0	0	0	0	0	0
Forest Park	GA	30297	33.615409	-84.36704	0	0	0	0	0	0	0	0	0	0	0	0
Forks	WA	98331	47.838423	-124.35888	0	0	0	0	0	0	0	0	0	0	0	0
Forrest City	AR	72335	35.010683	-90.78048	0	0	0	0	0	0	8.33	8.33	0	0	25	0
Fort Atkinson	WI	53538	42.924942	-88.84813	0	0	0	0	0	0	0	0	0	0	16.67	0
Fort Belvoir	VA	22060	38.71299	-77.16615	0	0	0	0	0	0	0	0	0	0	0	0
Fort Bliss	TX	79916	31.744353	-106.287923	0	0	0	0	0	0	0	0	0	0	0	0
Fort Bragg	NC	28307	35.142321	-79.01225	0	0	0	0	0	0	0	0	0	0	0	0
Fort Campbell	KY	42223	36.654943	-87.46188	0	0	0	0	0	0	0	0	0	0	0	0
Fort Carson	CO	80913	38.743871	-104.76387	0	0	0	0	0	0	0	0	0	0	0	0
Fort Collins	CO	80523	40.45553	-105.464832	0	0	750	0	133.33	200	2083.33	366.67	833.33	150	6433.33	11100
Fort Collins	CO	80525	40.532354	-105.0535	0	0	0	0	16.67	0	0	0	0	0	0	0
Fort Collins	CO	80526	40.539432	-105.11576	0	0	16.67	0	0	0	0	0	0	0	16.67	83.33
Fort Collins	CO	80528	40.502779	-105.01123	0	0	0	0	0	0	0	0	0	0	0	0
Fort Drum	NY	13602	44.03803	-75.75793	0	0	0	0	0	0	0	0	0	0	0	0
Fort Eustis	VA	23692	37.178417	-76.46751	0	0	0	0	0	0	0	0	0	0	0	0
Fort Gordon	GA	30905	33.417282	-82.14435	0	0	0	0	0	0	0	0	0	0	0	0
Fort Hood	TX	76544	31.148447	-97.80918	0	0	0	0	0	0	0	0	0	0	0	0
Fort Huachuca	AZ	85613	31.541437	-110.30004	0	0	0	0	0	0	0	0	0	0	0	0
Fort Irwin	CA	92310	35.262763	-116.69452	0	0	0	0	0	0	0	0	0	0	0	0
Fort Jackson	SC	29207	34.021442	-80.94144	0	0	0	0	0	0	0	0	0	0	0	0
Fort Lauderdale	FL	33301	26.121114	-80.13187	0	0	0	0	33.33	0	50	0	0	0	16.67	0
Fort Lauderdale	FL	33309	26.185461	-80.17218	0	0	0	0	0	0	0	9.52	0	0	0	0
Fort Lauderdale	FL	33312	26.094665	-80.17987	0	0	0	0	0	0	0	0	0	0	0	0
Fort Lauderdale	FL	33315	26.094385	-80.15422	0	0	0	0	0	0	66.67	0	0	0	0	0
Fort Leavenworth	KS	66027	39.348031	-94.93177	0	0	0	0	0	0	0	0	0	0	0	0
Fort Lupton	CO	80621	40.090367	-104.79723	0	0	0	0	0	0	50	0	0	0	0	0
Fort Madison	IA	52627	40.637694	-91.33866	0	0	0	0	0	0	0	0	0	0	0	0
Fort Mohave	AZ	86426	35.013495	-114.58524	0	0	0	0	0	0	0	0	0	0	0	0
Fort Morgan	CO	80701	40.226357	-103.80625	0	0	0	0	0	0	100	0	0	0	0	0
Fort Myer	VA	22211	38.878215	-77.06845	0	0	0	0	0	0	0	0	0	0	0	0
Fort Myers	FL	33905	26.680407	-81.74812	0	0	0	0	0	0	0	0	0	0	0	0
Fort Myers	FL	33907	26.566053	-81.87009	0	0	0	0	8.33	0	0	0	0	0	0	0
Fort Myers	FL	33912	26.501582	-81.82841	0	0	0	0	0	0	0	0	0	0	0	0
Fort Myers	FL	33919	26.555958	-81.90174	0	0	16.67	0	16.67	50	16.67	50	0	0	33.33	0
Fort Pierce	FL	34946	27.485272	-80.35243	0	0	0	0	16.67	0	16.67	0	0	0	0	0
Fort Polk	LA	71459	31.072209	-93.21762	0	0	0	0	0	0	0	0	0	0	0	0
Fort Riley	KS	66442	39.074628	-96.80662	0	0	0	0	0	0	0	0	0	0	0	0
Fort Rucker	AL	36362	31.352676	-85.70509	0	0	0	0	0	0	0	0	0	0	0	0
Fort Sam Houston	TX	78234	29.457389	-98.45537	0	0	0	0	0	0	0	0	0	0	0	0
Fort Sill	OK	73503	34.69727	-98.46808	0	0	0	0	0	0	0	0	0	0	0	0
Fort Smith	AR	72901	35.373791	-94.41371	0	0	0	0	0	0	0	0	0	0	0	0
Fort Smith	AR	72913	35.191046	-94.23816	0	0	66.67	16.67	0	50	650	66.67	0	16.67	150	400
Fort Totten	ND	58335	47.968523	-99.02831	0	0	0	0	0	0	0	0	0	0	0	0
Fort Wainwright	AK	99703	64.827164	-147.6265	0	0	0	0	0	0	0	0	0	0	0	0
Fort Wayne	IN	46803	41.070498	-85.10706	0	0	66.67	0	16.67	200	1116.67	0	0	0	0	16.67
Fort Wayne	IN	46805	41.098248	-85.12061	0	0	0	0	0	0	0	0	0	0	0	0
Fort Wayne	IN	46808	41.094348	-85.16151	0	0	0	0	0	0	66.67	16.67	0	0	0	0
Fort Wayne	IN	46815	41.105691	-85.06509	0	0	0	0	133.33	16.67	33.33	16.67	0	0	0	0
Fort Wayne	IN	46825	41.150677	-85.12181	0	0	0	0	50	0	0	0	0	0	0	0
Fort Worth	TX	76102	32.75388	-97.32987	0	0	16.67	0	0	8.33	33.33	8.33	8.33	0	8.33	0
Fort Worth	TX	76104	32.730265	-97.32002	0	0	0	0	0	0	0	0	0	0	0	0
Fort Worth	TX	76112	32.744032	-97.21957	0	0	0	0	0	0	0	0	0	0	33.33	0
Fort Worth	TX	76116	32.72228	-97.44409	0	0	6.67	0	6.67	0	6.67	0	0	0	13.33	0
Fort Worth	TX	76118	32.80533	-97.22264	0	0	0	0	0	0	0	0	0	0	0	0
Fort Worth	TX	76119	32.691033	-97.26479	0	0	33.33	0	16.67	0	16.67	116.67	0	0	0	0
Fort Worth	TX	76127	32.772063	-97.42165	0	0	0	0	0	0	0	0	0	0	0	0
Fort Worth	TX	76132	32.670345	-97.4143	0	0	0	0	0	0	0	0	0	0	0	0
Fort Worth	TX	76137	32.86814	-97.28566	0	0	0	0	0	22.22	77.78	0	0	0	0	0
Fort Worth	TX	76179	32.876475	-97.41249	0	0	50	0	0	16.67	0	16.67	16.67	0	33.33	0
Forth Worth	TX	76129	32.771419	-97.291484	0	0	583.33	0	50	150	1116.67	316.67	16.67	16.67	100	0
Forty Fort	PA	18704	41.274748	-75.89076	0	0	0	0	0	0	0	0	0	0	0	0
Fountain Hills	AZ	85268	33.604811	-111.72852	0	0	0	0	0	0	0	0	0	0	0	0
Fountain Valley	CA	92708	33.708618	-117.95629	0	0	0	0	0	0	5.56	0	0	0	0	0
Frackville	PA	17931	40.782361	-76.23232	0	0	0	0	0	0	0	0	0	16.67	33.33	0
Framingham	MA	01701	42.318695	-71.42344	0	0	416.67	0	0	66.67	933.33	0	0	83.33	133.33	366.67
Framingham	MA	01702	42.283995	-71.42161	0	0	0	0	0	0	0	0	0	0	0	0
Frankfort	KY	40601	38.201649	-84.86935	0	0	150	0	166.67	1016.67	3733.33	0	66.67	33.33	350	383.33
Franklin	IN	46131	39.482105	-86.05043	0	0	133.33	0	0	33.33	1950	16.67	0	0	83.33	533.33
Franklin	LA	70538	29.759314	-91.52561	0	0	0	0	0	0	0	0	0	0	0	0
Franklin	MA	02038	42.089104	-71.4069	0	0	88.89	0	11.11	44.44	1200	0	22.22	22.22	88.89	88.89
Franklin	OH	45005	39.550241	-84.3087	0	0	0	0	0	0	0	0	0	0	0	0
Franklin	TN	37064	35.893823	-86.89919	0	0	0	0	0	0	6.67	0	0	0	0	0
Franklin	TN	37067	35.921811	-86.7952	0	0	0	0	0	0	0	0	0	0	0	0
Franklin	VA	23851	36.668255	-76.93945	0	0	0	0	0	0	16.67	0	0	0	0	0
Franklin	WI	53132	42.896145	-88.00891	0	0	0	0	0	0	0	0	0	0	0	0
Franklin Springs	GA	30639	34.281721	-83.14746	0	0	0	0	0	16.67	50	0	0	16.67	33.33	50
Frederick	MD	21701	39.423344	-77.38902	0	0	25	0	0	75	300	8.33	0	0	8.33	0
Frederick	MD	21702	39.451934	-77.442	0	0	0	0	0	83.33	16.67	0	0	16.67	50	0
Frederick	MD	21703	39.385165	-77.4539	0	0	0	0	0	0	0	0	0	0	0	0
Frederick	OK	73542	34.410061	-98.96701	0	0	0	0	0	0	0	0	0	0	0	0
Fredericksburg	TX	79925	31.782408	-106.36353	0	0	0	0	0	0	0	0	0	0	0	0
Fredericksburg	VA	22401	38.301829	-77.47077	0	0	366.67	0	16.67	166.67	316.67	0	166.67	0	516.67	266.67
Fredericksburg	VA	22406	38.387261	-77.54676	0	0	0	0	11.11	0	0	0	11.11	0	0	0
Fredericksburg	VA	22407	38.271028	-77.5559	0	0	0	0	0	0	0	0	0	0	0	0
Fredericksburg	VA	22408	38.236023	-77.46111	0	0	0	0	0	0	0	0	0	16.67	0	0
Fredonia	NY	14063	42.425683	-79.3371	0	0	50	0	16.67	83.33	1100	33.33	50	100	3200	1500
Fredricksburg	TX	78624	30.279267	-98.88389	0	0	0	0	0	0	0	0	0	0	0	0
Freeport	IL	61032	42.300918	-89.63208	0	0	0	0	0	8.33	8.33	0	0	8.33	8.33	0
Freeport	PA	16229	40.711528	-79.65608	0	0	0	0	0	0	0	0	0	0	0	0
Fremont	CA	94538	37.527237	-121.9679	0	0	0	0	0	0	16.67	16.67	0	0	0	0
Fremont	CA	94539	37.515014	-121.92916	0	0	8.33	0	0	8.33	91.67	58.33	0	16.67	141.67	8.33
Fremont	CA	94555	37.571581	-122.0509	0	0	0	0	0	33.33	0	0	0	0	0	0
Fremont	MI	49412	43.464943	-85.95005	0	0	0	0	0	33.33	0	0	0	0	0	0
Fremont	NE	68025	41.434796	-96.48869	0	0	22.22	0	0	22.22	255.56	5.56	0	0	16.67	66.67
Fremont	OH	43420	41.35307	-83.11217	0	0	0	0	0	0	8.33	0	0	0	0	0
Fresno	CA	93702	36.741199	-119.7553	0	0	16.67	0	50	50	966.67	283.33	0	83.33	116.67	83.33
Fresno	CA	93703	36.767299	-119.765	0	0	0	0	0	0	0	0	0	0	0	0
Fresno	CA	93704	36.794748	-119.80097	0	0	0	0	16.67	0	0	16.67	0	0	0	0
Fresno	CA	93710	36.825582	-119.76358	0	0	0	0	0	0	73.33	13.33	0	0	0	0
Fresno	CA	93711	36.831723	-119.83198	0	0	0	0	0	0	0	0	0	0	0	0
Fresno	CA	93720	36.865587	-119.75917	0	0	0	0	0	0	0	8.33	0	0	0	0
Fresno	CA	93725	36.658599	-119.74097	0	0	0	0	0	16.67	0	33.33	0	0	0	0
Fresno	CA	93726	36.795249	-119.76293	0	0	0	0	0	0	16.67	25	0	0	0	0
Fresno	CA	93727	36.753177	-119.69703	0	0	0	0	0	11.11	22.22	16.67	0	5.56	16.67	22.22
Fresno	CA	93728	36.758598	-119.81022	0	0	0	0	0	0	0	0	0	0	0	0
Fresno	CA	93740	36.746375	-119.639658	0	0	216.67	0	166.67	183.33	3133.33	1250	150	416.67	2966.67	400
Fresno	CA	93741	36.746375	-119.639658	0	0	83.33	0	300	100	1766.67	1466.67	200	233.33	766.67	283.33
Friday Harbor	WA	98250	48.55113	-123.07563	0	0	0	0	0	0	0	0	0	0	0	0
Friendsville	TN	37737	35.760657	-84.11925	0	0	16.67	0	0	0	116.67	0	0	0	0	0
Friendswood	TX	77546	29.516873	-95.19472	0	0	0	0	0	0	0	0	0	0	0	0
Frisco	TX	75035	33.130086	-96.78177	0	0	0	0	0	16.67	133.33	16.67	0	0	83.33	16.67
Frostburg	MD	21532	39.64612	-78.93778	0	0	283.33	0	66.67	16.67	1216.67	16.67	0	0	3566.67	7550
Ft Campbell	KY	42223	36.654943	-87.46188	0	0	0	0	0	0	0	0	0	0	0	0
Ft Cobb	OK	73038	35.137863	-98.43667	0	0	16.67	0	0	0	16.67	0	0	0	66.67	16.67
Ft Collins	CO	80525	40.532354	-105.0535	0	0	0	0	0	0	8.33	0	0	0	0	0
Ft Dodge	IA	50501	42.499242	-94.18256	0	0	33.33	0	16.67	8.33	291.67	58.33	0	8.33	100	33.33
Ft Kent	ME	04743	47.209541	-68.57238	0	0	33.33	0	0	0	83.33	0	0	0	66.67	66.67
Ft Lauderdale	FL	33301	26.121114	-80.13187	0	0	0	0	0	0	0	0	0	0	0	0
Ft Lauderdale	FL	33304	26.137693	-80.12646	0	0	0	0	33.33	66.67	66.67	0	0	0	0	0
Ft Lauderdale	FL	33309	26.185461	-80.17218	0	0	8.33	0	8.33	16.67	58.33	8.33	0	0	0	0
Ft Lauderdale	FL	33311	26.13883	-80.16865	0	0	0	0	0	0	0	0	0	0	0	0
Ft Lauderdale	FL	33316	26.101114	-80.12931	0	0	0	0	0	0	50	0	0	0	0	0
Ft Lauderdale	FL	33328	26.062016	-80.27202	0	0	0	0	0	0	0	0	0	0	0	0
Ft Mitchell	KY	41017	39.036361	-84.56801	0	0	0	0	0	0	16.67	33.33	0	0	0	0
Ft Myers	FL	33905	26.680407	-81.74812	0	0	0	0	0	0	0	0	0	0	33.33	0
Ft Myers	FL	33907	26.566053	-81.87009	0	0	0	0	0	0	16.67	0	0	0	0	0
Ft Myers	FL	33916	26.6435	-81.84418	0	0	0	0	0	0	16.67	0	0	50	66.67	0
Ft Myers	FL	33965	26.552895	-81.94861	0	0	116.67	0	0	100	350	16.67	16.67	0	883.33	850
Ft Pierce	FL	34981	27.410069	-80.36327	0	0	50	0	0	16.67	433.33	0	0	16.67	16.67	0
Ft Pierce	FL	34982	27.393097	-80.3279	0	0	0	0	0	0	0	0	0	0	0	0
Ft Scott	KS	66701	37.823295	-94.73389	0	0	33.33	0	16.67	16.67	233.33	0	0	0	133.33	0
Ft Smith	AR	72901	35.373791	-94.41371	0	0	0	0	0	0	0	0	0	0	8.33	0
Ft Smith	AR	72908	35.301623	-94.41283	0	0	0	0	0	0	0	0	0	0	0	0
Ft Valley	GA	31030	32.55568	-83.88641	0	0	50	0	216.67	116.67	1166.67	150	0	283.33	700	433.33
Ft Walton Beach	FL	32547	30.447248	-86.62113	0	0	0	0	0	0	0	0	0	0	283.33	50
Ft Walton Beach	FL	32548	30.414932	-86.61992	0	0	0	0	0	0	0	0	0	0	0	0
Ft Washington	PA	19034	40.13477	-75.20374	0	0	0	0	0	0	33.33	0	0	0	0	0
Ft Wayne	IN	46804	41.054247	-85.23878	0	0	0	0	0	0	0	0	0	0	0	0
Ft Wayne	IN	46805	41.098248	-85.12061	5.56	0	100	5.56	50	27.78	255.56	22.22	0	11.11	300	183.33
Ft Wayne	IN	46809	41.023147	-85.1826	0	0	0	0	0	0	66.67	0	0	0	0	0
Ft Wayne	IN	46825	41.150677	-85.12181	0	0	0	0	0	0	5.56	0	0	0	0	0
Ft Worth	TX	76102	32.75388	-97.32987	0	0	0	0	0	0	0	0	0	0	0	0
Ft Worth	TX	76105	32.724831	-97.26992	0	0	66.67	0	33.33	50	816.67	66.67	0	0	0	0
Ft Worth	TX	76107	32.738481	-97.38424	0	0	0	0	16.67	0	83.33	0	0	0	50	33.33
Ft Worth	TX	76109	32.699565	-97.37808	0	0	0	0	0	0	0	0	0	0	0	0
Ft Worth	TX	76115	32.680333	-97.33579	0	0	0	0	0	0	0	0	0	0	0	0
Ft Worth	TX	76116	32.72228	-97.44409	0	0	0	0	0	0	16.67	33.33	0	0	0	0
Ft Worth	TX	76129	32.771419	-97.291484	0	0	583.33	0	50	150	1116.67	316.67	16.67	16.67	100	0
Ft Yates	ND	58538	46.062798	-100.72114	0	0	0	0	0	33.33	0	16.67	0	0	50	50
Ft. Bliss	TX	79906	31.809263	-106.43081	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Knox	KY	40121	37.895491	-85.9662	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Lauderdale	FL	33301	26.121114	-80.13187	0	0	0	0	16.67	0	0	0	16.67	0	0	0
Ft. Lauderdale	FL	33309	26.185461	-80.17218	0	0	0	0	0	0	33.33	0	0	0	0	0
Ft. Lauderdale	FL	33334	26.182161	-80.13341	0	0	0	0	0	0	166.67	33.33	0	0	0	0
Ft. Lauderdale-Davie	FL	33314	26.067966	-80.22016	0	0	133.33	16.67	0	83.33	533.33	250	0	83.33	383.33	0
Ft. Leavenworth	KS	66027	39.348031	-94.93177	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Leonard Wood	MO	65473	37.737264	-92.12685	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Lewis	WA	98433	47.080682	-122.57987	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Myer	VA	22211	38.878215	-77.06845	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Myers	FL	33912	26.501582	-81.82841	0	0	0	0	0	0	16.67	0	0	0	0	0
Ft. Pierce	FL	34946	27.485272	-80.35243	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Steward	GA	31314	31.868699	-81.61083	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Stockton	TX	79735	30.877528	-102.852	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Walton Beach	FL	32547	30.447248	-86.62113	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Wayne	IN	46804	41.054247	-85.23878	0	0	0	0	0	0	0	0	0	0	0	0
Ft. Wayne	IN	46825	41.150677	-85.12181	0	0	0	0	0	0	16.67	0	0	0	0	0
Ft. Worth	TX	76103	32.745681	-97.26563	0	0	0	0	0	0	0	0	0	0	33.33	0
Ft. Worth	TX	76127	32.772063	-97.42165	0	0	0	0	0	0	0	0	0	0	0	0
Fullerton	CA	92831	33.878981	-117.89325	0	0	0	0	5.56	16.67	94.44	33.33	0	5.56	5.56	0
Fullerton	CA	92832	33.869114	-117.92985	0	0	22.22	0	44.44	88.89	433.33	222.22	11.11	33.33	255.56	66.67
Fullerton	CA	92834	33.640302	-117.769442	0	0	133.33	0	66.67	533.33	1133.33	1383.33	0	350	1833.33	1166.67
Fulton	MO	65251	38.852436	-91.95808	0	0	133.33	0	8.33	75	250	25	8.33	0	125	458.33
Fulton	MS	38843	34.265985	-88.38409	0	0	0	0	0	0	216.67	0	0	0	16.67	16.67
Fulton	NY	13069	43.32347	-76.40029	0	0	0	0	0	0	0	0	0	0	0	0
Gadsden	AL	35902	33.984062	-85.803434	11.11	0	11.11	0	11.11	122.22	44.44	22.22	0	0	22.22	11.11
Gaffney	SC	29340	35.03653	-81.62497	0	0	33.33	0	0	50	16.67	0	0	50	50	133.33
Gaffney	SC	29341	35.10425	-81.69232	0	0	0	0	0	0	0	0	0	0	0	0
Gahanna	OH	43230	40.039963	-82.87855	0	0	0	0	0	0	0	0	0	0	0	0
Gainesville	FL	32601	29.653195	-82.3244	0	0	0	0	4.76	0	4.76	0	0	0	4.76	0
Gainesville	FL	32606	29.681426	-82.41502	0	0	33.33	0	33.33	33.33	283.33	66.67	33.33	50	250	16.67
Gainesville	FL	32607	29.646189	-82.39658	0	0	0	0	0	0	0	0	0	0	0	0
Gainesville	FL	32608	29.611545	-82.3941	0	0	0	0	0	0	0	0	0	0	8.33	0
Gainesville	FL	32609	29.713911	-82.29591	0	0	0	0	0	0	33.33	0	0	0	0	0
Gainesville	FL	32611	29.681312	-82.353862	0	0	716.67	0	233.33	550	3250	1400	33.33	133.33	5000	8350
Gainesville	GA	30501	34.306643	-83.82352	0	0	0	0	0	0	44.44	0	0	0	0	0
Gainesville	GA	30504	34.274355	-83.87003	0	0	0	0	0	0	0	0	0	0	0	0
Gainesville	TX	76240	33.627942	-97.13636	0	0	0	0	0	16.67	150	0	0	0	0	416.67
Gainsville	GA	30501	34.306643	-83.82352	0	0	0	0	0	0	0	0	0	0	0	0
Gaithersburg	MD	20877	39.13975	-77.18568	0	0	0	0	0	0	0	0	0	0	0	0
Galesburg	IL	61401	40.948073	-90.36871	0	0	275	0	25	0	575	0	33.33	0	25	208.33
Gallatin	TN	37066	36.388997	-86.4548	0	0	0	0	0	0	22.22	0	0	11.11	55.56	11.11
Gallipolis	OH	45631	38.825478	-82.22755	0	0	0	0	0	0	0	0	0	0	0	0
Galloway	NJ	08205	39.471263	-74.502457	0	0	83.33	0	0	216.67	866.67	83.33	16.67	100	2566.67	383.33
Gallup	NM	87301	35.534253	-108.84857	0	0	16.67	0	0	33.33	33.33	16.67	0	33.33	0	0
Galva	IL	61434	41.172197	-90.03901	0	0	0	0	0	16.67	50	0	0	16.67	16.67	133.33
Galveston	TX	77550	29.298448	-94.79316	0	0	0	0	0	0	33.33	0	0	0	0	0
Galveston	TX	77553	29.328547	-94.79422	0	0	33.33	0	0	0	100	0	0	0	0	933.33
Galveston	TX	77555	29.330501	-94.800238	0	0	50	0	16.67	0	100	133.33	0	66.67	933.33	0
Gambier	OH	43022	40.351781	-82.35543	0	0	283.33	0	16.67	116.67	1550	66.67	16.67	0	250	916.67
Ganado	AZ	86505	35.665344	-109.65344	0	0	0	0	0	0	0	0	0	0	0	0
Garden City	ID	83714	43.641774	-116.26507	0	0	0	0	0	0	0	0	0	0	0	0
Garden City	KS	67846	37.976008	-100.82503	0	0	50	0	200	100	283.33	0	0	33.33	316.67	400
Garden City	MI	48135	42.324338	-83.3382	0	0	0	0	0	0	0	0	0	0	33.33	0
Garden City	NY	11530	40.725257	-73.64056	0	0	53.33	0	0	6.67	313.33	53.33	0	0	20	0
Garden Grove	CA	92840	33.785166	-117.93406	0	0	0	0	0	5.56	11.11	5.56	0	0	0	0
Garden Grove	CA	92843	33.763033	-117.9355	0	0	0	0	0	0	16.67	16.67	0	0	0	0
Garden Grove	CA	92845	33.782916	-118.02619	0	0	0	0	0	0	0	0	0	0	0	0
Gardena	CA	90247	33.891265	-118.2975	0	0	0	0	0	0	0	0	0	0	0	0
Gardena	CA	90248	33.870466	-118.28813	0	0	0	0	0	0	0	22.22	0	0	0	0
Gardendale	AL	35071	33.67933	-86.8206	0	0	0	0	0	0	0	0	0	0	0	0
Gardner	MA	01440	42.575355	-71.99183	0	0	16.67	0	0	66.67	216.67	0	0	16.67	33.33	0
Garland	TX	75040	32.920574	-96.62639	0	0	0	0	0	0	0	0	0	0	11.11	11.11
Garland	TX	75041	32.881525	-96.64601	0	0	0	0	0	11.11	144.44	77.78	11.11	0	22.22	0
Garland	TX	75042	32.915625	-96.67399	0	0	0	0	0	0	0	0	0	0	0	0
Garland	TX	75043	32.854893	-96.60211	0	0	0	0	0	0	16.67	0	0	0	0	0
Gary	IN	46408	41.542536	-87.3581	0	0	50	0	16.67	83.33	50	200	16.67	0	33.33	33.33
Gary	IN	46409	41.544736	-87.32716	0	0	0	0	16.67	16.67	50	16.67	0	16.67	0	50
Gastonia	NC	28054	35.263287	-81.15312	0	0	0	0	0	0	0	0	0	0	0	0
Gatesville	TX	76528	31.43211	-97.72602	0	0	0	0	0	0	0	0	0	0	0	0
Gautier	MS	39553	30.400599	-88.65092	0	0	0	0	0	0	150	16.67	0	0	0	0
Gaylord	MI	49735	44.989608	-84.67492	0	0	0	0	0	0	0	0	0	0	0	0
Geneseo	NY	14454	42.798159	-77.77733	0	0	416.67	0	0	83.33	1100	16.67	250	50	4016.67	700
Geneva	FL	32732	28.746588	-81.10985	0	0	0	0	0	0	0	0	0	0	0	0
Geneva	NY	14456	42.853039	-76.99394	0	0	158.33	0	8.33	8.33	641.67	16.67	25	0	183.33	75
Georgetown	DE	19947	38.676552	-75.39269	0	0	16.67	0	0	0	133.33	16.67	0	33.33	66.67	0
Georgetown	KY	40324	38.221179	-84.55465	0	0	100	0	0	0	900	33.33	0	0	50	16.67
